# Irrigated and Rainfed harvested areas by HUC2 (USA)
# computed from GCAM L1 data L152.ag_irrHA... and L152.ag_rfd_HA...
# units: billion square meters
GCAM_commodity,GLU,irrHA,rfdHA,Basin_name
Corn,GLU220,0.0746122561628398,0.0186377438371602,Upper_Colorado_River_Basin
FodderGrass,GLU220,0.933597300337323,0.639672699662677,Upper_Colorado_River_Basin
FodderHerb,GLU220,1.10654321403175,0.730596785968246,Upper_Colorado_River_Basin
MiscCrop,GLU220,0.111564325209718,0.0441456747902822,Upper_Colorado_River_Basin
OilCrop,GLU220,0.00978506579635945,0.00799493420364055,Upper_Colorado_River_Basin
OtherGrain,GLU220,0.0665354723015263,0.0335545276984738,Upper_Colorado_River_Basin
Root_Tuber,GLU220,0.00559976862563628,1.00231374363721e-4,Upper_Colorado_River_Basin
SugarCrop,GLU220,5.15175413163236e-4,4.82458683676427e-6,Upper_Colorado_River_Basin
Wheat,GLU220,0.0338148027842227,0.388625197215777,Upper_Colorado_River_Basin
Corn,GLU221,0.13239346863438,3.86531365620128e-4,Lower_Colorado_River_Basin
FiberCrop,GLU221,0.912624050867286,0.177285949132714,Lower_Colorado_River_Basin
FodderGrass,GLU221,0.285192979276896,0.00971702072310407,Lower_Colorado_River_Basin
FodderHerb,GLU221,1.31228850475061,0.0426814952493929,Lower_Colorado_River_Basin
MiscCrop,GLU221,0.659529872411405,0.0120001275885946,Lower_Colorado_River_Basin
OilCrop,GLU221,0.00527098556588857,8.90144341114262e-5,Lower_Colorado_River_Basin
OtherGrain,GLU221,0.215079344772796,0.0638406552272048,Lower_Colorado_River_Basin
Root_Tuber,GLU221,0.0212665219976219,3.5347800237812e-4,Lower_Colorado_River_Basin
SugarCrop,GLU221,0.00269280245022971,0.00358719754977029,Lower_Colorado_River_Basin
Wheat,GLU221,0.424703075532431,0.0262469244675691,Lower_Colorado_River_Basin
Corn,GLU222,0.0565897381202212,0.00961026187977877,Great_Basin
FiberCrop,GLU222,0,1e-5,Great_Basin
FodderGrass,GLU222,1.22830658232661,0.177143417673386,Great_Basin
FodderHerb,GLU222,3.1095802997482,0.446499700251804,Great_Basin
MiscCrop,GLU222,0.0588107461703623,0.0235892538296377,Great_Basin
OilCrop,GLU222,0.0374044529994739,0.0270955470005261,Great_Basin
OtherGrain,GLU222,0.254400972467367,0.293959027532633,Great_Basin
Rice,GLU222,2.5e-4,0,Great_Basin
Root_Tuber,GLU222,0.0411562055943161,6.9379440568393e-4,Great_Basin
SugarCrop,GLU222,0.0076852358490566,0.0049447641509434,Great_Basin
Wheat,GLU222,0.249793307583732,0.632466692416268,Great_Basin
Corn,GLU223,26.3254513801762,52.0962886198239,Missouri_River_Basin
FiberCrop,GLU223,4.54545454545455e-6,9.95454545454545e-4,Missouri_River_Basin
FodderGrass,GLU223,5.19500016156605,27.884669838434,Missouri_River_Basin
FodderHerb,GLU223,7.13848540903373,32.3769845909663,Missouri_River_Basin
MiscCrop,GLU223,1.14918113828421,1.86585886171579,Missouri_River_Basin
OilCrop,GLU223,8.57372787333412,66.0721421266659,Missouri_River_Basin
OtherGrain,GLU223,1.42231239540292,18.9042476045971,Missouri_River_Basin
Root_Tuber,GLU223,0.168399888231106,0.0356301117688939,Missouri_River_Basin
SugarCrop,GLU223,0.709791327804326,0.215418672195674,Missouri_River_Basin
Wheat,GLU223,1.66973554133563,80.6610844586644,Missouri_River_Basin
Corn,GLU224,6.42119266852883,3.58009733147117,Arkansas_White_Red_Basin
FiberCrop,GLU224,1.56891648964125,1.94216351035875,Arkansas_White_Red_Basin
FodderGrass,GLU224,1.96284876268803,21.510181237312,Arkansas_White_Red_Basin
FodderHerb,GLU224,1.00061242450769,5.20831757549231,Arkansas_White_Red_Basin
MiscCrop,GLU224,0.189390083572806,0.365639916427194,Arkansas_White_Red_Basin
OilCrop,GLU224,2.42441524312255,8.31045475687745,Arkansas_White_Red_Basin
OtherGrain,GLU224,1.37654495927312,11.3910750407269,Arkansas_White_Red_Basin
Rice,GLU224,1.31747229375265,0.00227770624734607,Arkansas_White_Red_Basin
Root_Tuber,GLU224,0.0277185272106412,0.00300147278935876,Arkansas_White_Red_Basin
Wheat,GLU224,3.26651493310036,48.1801550668996,Arkansas_White_Red_Basin
Corn,GLU225,1.27313266646853,3.56537733353147,Texas_Gulf_Coast_Basin
FiberCrop,GLU225,6.34242473181136,11.2165752681886,Texas_Gulf_Coast_Basin
FodderGrass,GLU225,1.42390787111835,12.7965121288816,Texas_Gulf_Coast_Basin
FodderHerb,GLU225,0.171470235201168,0.855689764798832,Texas_Gulf_Coast_Basin
MiscCrop,GLU225,0.308249992301687,0.344940007698313,Texas_Gulf_Coast_Basin
OilCrop,GLU225,0.84281550715115,1.19981449284885,Texas_Gulf_Coast_Basin
OtherGrain,GLU225,1.22937612056752,8.39451387943248,Texas_Gulf_Coast_Basin
Rice,GLU225,0.785393885453563,0.198756114546437,Texas_Gulf_Coast_Basin
Root_Tuber,GLU225,0.063094863094553,0.037705136905447,Texas_Gulf_Coast_Basin
SugarCrop,GLU225,1.96144626448262e-5,0.0981703855373552,Texas_Gulf_Coast_Basin
Wheat,GLU225,0.812909965100005,6.47099003489999,Texas_Gulf_Coast_Basin
Corn,GLU226,0.896752626371684,6.37105737362832,South_Atlantic_Gulf_Basin
FiberCrop,GLU226,1.62236152980675,10.0330184701933,South_Atlantic_Gulf_Basin
FodderGrass,GLU226,0.536596498690666,10.7265735013093,South_Atlantic_Gulf_Basin
FodderHerb,GLU226,0.106832256552203,1.0013777434478,South_Atlantic_Gulf_Basin
MiscCrop,GLU226,4.07266870051293,1.50951129948707,South_Atlantic_Gulf_Basin
OilCrop,GLU226,1.02809189614464,13.1596581038553,South_Atlantic_Gulf_Basin
OtherGrain,GLU226,0.200145612424786,0.769174387575214,South_Atlantic_Gulf_Basin
Rice,GLU226,0.0543226525679758,0.00331734743202417,South_Atlantic_Gulf_Basin
Root_Tuber,GLU226,0.211687285055398,0.196792714944602,South_Atlantic_Gulf_Basin
SugarCrop,GLU226,1.66897958561295,0.180500414387053,South_Atlantic_Gulf_Basin
Wheat,GLU226,0.124769852297558,4.53336014770244,South_Atlantic_Gulf_Basin
Corn,GLU227,0.935276692672254,18.6942133073278,Great_Lakes_Basin
FodderGrass,GLU227,0.0454516423156774,8.22283835768432,Great_Lakes_Basin
FodderHerb,GLU227,0.215895544273848,11.4481444557262,Great_Lakes_Basin
MiscCrop,GLU227,0.41753930443688,2.58619069556312,Great_Lakes_Basin
OilCrop,GLU227,0.415594198163958,18.4905058018361,Great_Lakes_Basin
OtherGrain,GLU227,0.195706206518869,1.01409379348113,Great_Lakes_Basin
Root_Tuber,GLU227,0.242468171014657,0.102831828985343,Great_Lakes_Basin
SugarCrop,GLU227,0,0.71763,Great_Lakes_Basin
Wheat,GLU227,0.094844723209291,4.87885527679071,Great_Lakes_Basin
Corn,GLU228,0.502352545425179,38.3752674545748,Ohio_River_Basin
FiberCrop,GLU228,9.94652406417112e-6,0.00371005347593583,Ohio_River_Basin
FodderGrass,GLU228,0.0161479615710993,17.5984620384289,Ohio_River_Basin
FodderHerb,GLU228,0.0322888560895843,8.06118114391042,Ohio_River_Basin
MiscCrop,GLU228,0.120879440197067,1.22817055980293,Ohio_River_Basin
OilCrop,GLU228,0.282457194077956,42.9598228059221,Ohio_River_Basin
OtherGrain,GLU228,0.0638177423348607,0.90714225766514,Ohio_River_Basin
Root_Tuber,GLU228,0.0140689541440396,0.0295310458559604,Ohio_River_Basin
Wheat,GLU228,0.206124596331627,5.18392540366837,Ohio_River_Basin
Corn,GLU229,0.89375827397797,0.45622172602203,Pacific_Northwest_Basin
FodderGrass,GLU229,3.86394361424149,1.47759638575851,Pacific_Northwest_Basin
FodderHerb,GLU229,6.63241227239951,2.89513772760049,Pacific_Northwest_Basin
MiscCrop,GLU229,2.69465620474284,1.65556379525716,Pacific_Northwest_Basin
OilCrop,GLU229,0.117195067085776,0.136254932914223,Pacific_Northwest_Basin
OtherGrain,GLU229,1.88498355131656,3.01078644868345,Pacific_Northwest_Basin
Root_Tuber,GLU229,2.2136129483592,0.061387051640804,Pacific_Northwest_Basin
SugarCrop,GLU229,0.816231294943218,0.0198587050567816,Pacific_Northwest_Basin
Wheat,GLU229,3.14183439743242,15.9327956025676,Pacific_Northwest_Basin
Corn,GLU230,0.020639587368347,1.24875041263165,Tennessee_River_Basin
FiberCrop,GLU230,0.0258325150710126,0.721887484928987,Tennessee_River_Basin
FodderGrass,GLU230,0.0263467719260231,5.79053322807398,Tennessee_River_Basin
FodderHerb,GLU230,0.00550319420461188,0.503876805795388,Tennessee_River_Basin
MiscCrop,GLU230,0.0453449085340364,0.223865091465964,Tennessee_River_Basin
OilCrop,GLU230,0.00585461090815221,1.71909538909185,Tennessee_River_Basin
OtherGrain,GLU230,0.00320345014666994,0.03121654985333,Tennessee_River_Basin
Root_Tuber,GLU230,0.0013758937272993,0.0168141062727007,Tennessee_River_Basin
Wheat,GLU230,0.00268972664945241,0.416870273350548,Tennessee_River_Basin
Corn,GLU231,0.0888884196166946,0.0105515803833054,Rio_Grande_River_Basin
FiberCrop,GLU231,0.281358475271868,0.233731524728132,Rio_Grande_River_Basin
FodderGrass,GLU231,0.415459904635501,0.178100095364499,Rio_Grande_River_Basin
FodderHerb,GLU231,1.10587937586073,0.450390624139266,Rio_Grande_River_Basin
MiscCrop,GLU231,0.202325843101268,0.0339341568987319,Rio_Grande_River_Basin
OilCrop,GLU231,0.0100616091901523,0.00616839080984766,Rio_Grande_River_Basin
OtherGrain,GLU231,0.371360398079661,0.325619601920339,Rio_Grande_River_Basin
Root_Tuber,GLU231,0.305021180606149,0.00550881939385108,Rio_Grande_River_Basin
SugarCrop,GLU231,3.92129427197202e-5,0.0448007870572803,Rio_Grande_River_Basin
Wheat,GLU231,0.066848670944088,0.172951329055912,Rio_Grande_River_Basin
Corn,GLU232,0.0136443170550827,0.105905682944917,New_England_Basin
FodderGrass,GLU232,0.00172869235461834,1.98612130764538,New_England_Basin
FodderHerb,GLU232,8.35918138980562e-4,0.677184081861019,New_England_Basin
MiscCrop,GLU232,0.0618777784756941,0.0603722215243059,New_England_Basin
OilCrop,GLU232,1.5e-5,0.012865,New_England_Basin
OtherGrain,GLU232,0.0245165872124598,0.19940341278754,New_England_Basin
Root_Tuber,GLU232,0.0364701061836352,0.246969893816365,New_England_Basin
Wheat,GLU232,1.68299711815562e-5,0.00290317002881844,New_England_Basin
Corn,GLU233,0.347415161707414,6.95553483829258,Mid_Atlantic_Basin
FiberCrop,GLU233,8.8724743083004e-4,0.05307275256917,Mid_Atlantic_Basin
FodderGrass,GLU233,0.0517137749026137,10.1802662250974,Mid_Atlantic_Basin
FodderHerb,GLU233,0.149310909255082,7.15877909074491,Mid_Atlantic_Basin
MiscCrop,GLU233,0.324344359900924,0.668415640099075,Mid_Atlantic_Basin
OilCrop,GLU233,0.184689911539301,5.7200400884607,Mid_Atlantic_Basin
OtherGrain,GLU233,0.178601947159684,1.11083805284032,Mid_Atlantic_Basin
Root_Tuber,GLU233,0.0617859991038747,0.0639940008961253,Mid_Atlantic_Basin
Wheat,GLU233,0.0416260696745709,2.29732393032543,Mid_Atlantic_Basin
